"AL	","	039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	","	0.0012271667386342608"
"AL	","	057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC	","	0.001171276705117924"
"AL	","	069 - TRANSIENT ISCHEMIA	","	0.0010436144181934076"
"AL	","	064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	","	0.0021963481586577014"
"AL	","	065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	","	0.002256223140665803"
"AL	","	066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC	","	0.001477219172167047"
"AL	","	074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC	","	0.0009989102050048321"
"AL	","	101 - SEIZURES W/O MCC	","	0.001656502786173997"
"AL	","	149 - DYSEQUILIBRIUM	","	0.000849579503629223"
"AL	","	176 - PULMONARY EMBOLISM W/O MCC	","	0.0013120370941541752"
"AL	","	177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC	","	0.002302346143565069"
"AL	","	189 - PULMONARY EDEMA & RESPIRATORY FAILURE	","	0.0028495054798182303"
"AL	","	178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC	","	0.0019990130158534327"
"AL	","	190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC	","	0.0025322147513005574"
"AL	","	191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC	","	0.0023600991096580514"
"AL	","	193 - SIMPLE PNEUMONIA & PLEURISY W MCC	","	0.002486891616803405"
"AL	","	194 - SIMPLE PNEUMONIA & PLEURISY W CC	","	0.0010714946641169577"
"AL	","	192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC	","	0.0016217568317808896"
"AL	","	195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC	","	0.000881350112063825"
"AL	","	202 - BRONCHITIS & ASTHMA W CC/MCC	","	0.0013185491333045462"
"AL	","	203 - BRONCHITIS & ASTHMA W/O CC/MCC	","	0.0011001788908765653"
"AL	","	207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS	","	0.005707910266691341"
"AL	","	238 - MAJOR CARDIOVASC PROCEDURES W/O MCC	","	0.004395723068698209"
"AL	","	252 - OTHER VASCULAR PROCEDURES W MCC	","	0.0040518886352887955"
"AL	","	253 - OTHER VASCULAR PROCEDURES W CC	","	0.003009364012090556"
"AL	","	208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS	","	0.003777118417535418"
"AL	","	254 - OTHER VASCULAR PROCEDURES W/O CC/MCC	","	0.0018486048567844878"
"AL	","	291 - HEART FAILURE & SHOCK W MCC	","	0.0018980938868669423"
"AL	","	243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC	","	0.0037349947566467216"
"AL	","	244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC	","	0.0024886990315218065"
"AL	","	246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS	","	0.00386465979890198"
"AL	","	247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC	","	0.00211904262537783"
"AL	","	249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC	","	0.001969855859190262"
"AL	","	251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC	","	0.002513410647091481"
"AL	","	280 - ACUTE MYOCARDIAL INFARCTION DISCHARGED ALIVE W MCC	","	0.004012945942055805"
"AL	","	292 - HEART FAILURE & SHOCK W CC	","	0.0010873275348014723"
"AL	","	281 - ACUTE MYOCARDIAL INFARCTION DISCHARGED ALIVE W CC	","	0.0021082228116710874"
"AL	","	282 - ACUTE MYOCARDIAL INFARCTION DISCHARGED ALIVE W/O CC/MCC	","	0.00160525569058047"
"AL	","	286 - CIRCULATORY DISORDERS EXCEPT AMI W CARD CATH W MCC	","	0.003045942055805729"
"AL	","	287 - CIRCULATORY DISORDERS EXCEPT AMI W CARD CATH W/O MCC	","	0.0013088561264984681"
"AL	","	293 - HEART FAILURE & SHOCK W/O CC/MCC	","	0.0013070980609873955"
